title,company,location,category,contract_type,created,skills_found_clean,skill_count,description_short,redirect_url
Backend Developer,People First Consultants,"Chennai, Tamil Nadu",IT Jobs,,2023-03-01T01:42:10Z,"SQL, Python, Web Development",3,"Primary Skills: Database Systems (SQL), Python Flask/Fast API/Django frameworks specifically Requirements: Highly proficient in fundamentals of Python web development frameworks like Flask, Django and Fast API Demonstrated experience in developing APIs using Python frameworks Should have deep knowle...",https://www.adzuna.in/details/3949357082?utm_medium=api&utm_source=48e85034
Customer Care Executive,Not Disclosed (Agency Listing),"Chennai, Tamil Nadu",Customer Services Jobs,,2024-05-10T07:38:48Z,MS Office,1,"good communication in English and regional languages fluent in Telugu, Kannada and Hindigood computer knowledge in data entry, MS office and e-mail processinterested in Voice and non voice bpo...",https://www.adzuna.in/details/4686704562?utm_medium=api&utm_source=48e85034
Mainframe DB2 System Programmer,Kyndryl,"Chennai, Tamil Nadu",IT Jobs,,2026-09-02T11:29:22Z,None Matched,0,"In Person Bangalore, Karnataka, India Hyderabad, Telangana, India Chennai, Tamil Nadu, India Noida, Uttar Pradesh, India Full time R-67171 Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world's leading businesses. We are at the heart ...",https://www.adzuna.in/details/5866609067?utm_medium=api&utm_source=48e85034
Architect - EUC (Citrix),"Chennai, INDIA","Ekkaduthangal, Chennai",IT Jobs,,2026-06-18T03:20:23Z,Teamwork,1,"Presidio, Where Teamwork and Innovation Shape the Future At Presidio, we're at the forefront of a global technology revolution, transforming industries through cutting-edge digital solutions and next-generation AI. We empower businesses - and their internal customers - to achieve more through innova...",https://www.adzuna.in/details/5767185687?utm_medium=api&utm_source=48e85034
BIM Modeler,Jersey Engineering Solutions Pvt Ltd,"Tirunelveli, Tamil Nadu",Engineering Jobs,,2026-08-18T07:18:18Z,None Matched,0,"Role: BIM Modeler - Mechanical/Electrical Job Summary Produces assigned model elements and drawing sheets under supervision, working to defined standards and templates. Output is reviewed by a Senior BIM Modeller before release. The role is a training track: the expectation is measurable progression...",https://www.adzuna.in/land/ad/5845828834?se=kt9RBBSu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=A6DC8EEDD7C978E9BF39C475EF6DB50735FDD9AF
Mainframe Developer,VY SYSTEMS PRIVATE LIMITED,"Chennai, Tamil Nadu",IT Jobs,,2025-11-17T03:26:57Z,"Java, Analytical Skills",2,"ob Description : Mainframe Developer/Analyst Combination of COBOL, JCL, VSAM with DB2 – Resources need to be strong developers. Technical Skills: • 5 to 10 years of Hands on Development experience • Very good Hands-on in Cobol, JCL, VSAM, Db2, Mainframe Utilities, Strong Coding experience in COBOL, ...",https://www.adzuna.in/details/5499685065?utm_medium=api&utm_source=48e85034
Devops with IAC/AI,LTM,"Coimbatore, Tamil Nadu",IT Jobs,,2026-08-28T07:38:53Z,None Matched,0,Key Responsibilities Design build and maintain scalable and reliable cloud infrastructure across AWS Azure GCP and Alibaba Cloud to support AI Gateway and AI services Develop and implement automation tools and frameworks for infrastructure deployment and governance Collaborate with software engineer...,https://www.adzuna.in/details/5859126415?utm_medium=api&utm_source=48e85034
Structural Engineer,MM Staffing & Career Consultants,"Chennai, Tamil Nadu",Engineering Jobs,,2026-05-13T02:08:08Z,None Matched,0,"Job Description: Position :Structural Manager Location: Chennai Experience: 3-5years Serve as the Subject Matter Expert (SME) for Structural, and related, building systems, design standards and building program templates Hydrological analysis and water way calculation for bridges and selection of br...",https://www.adzuna.in/details/5727181960?utm_medium=api&utm_source=48e85034
Sr. Engineer - Underbody,Praveza Consultancy Private Limited,"Chennai, Tamil Nadu",Engineering Jobs,,2023-05-13T15:55:09Z,None Matched,0,"Company Name: L&T Title: Sr.Engineer - Underbody, Body Jobtype: Full Time, Work from Office Location : Chennai Years of Experience: 5-8 yrs Salary : 12LPA Domain: Underbody, Catia V5 Position: Sr.Engineer , Project Lead (5-8 Years)- : * Experienced in Design & Development of BIW Underbodyfrom the co...",https://www.adzuna.in/details/4097388245?utm_medium=api&utm_source=48e85034
Electrical Engineer 5,CDM Smith,"Chennai, Tamil Nadu",Engineering Jobs,,2026-07-26T10:53:42Z,None Matched,0,Company Overview Check out this video and find out why our team loves to work here! (https://www.cdmsmith.com/resources/videos/meet-cdm-smith) Join Us! CDM Smith - where amazing career journeys unfold. Imagine a place committed to offering an unmatched employee experience. Where you work on projects...,https://www.adzuna.in/details/5816232438?utm_medium=api&utm_source=48e85034
Senior Software Engineer – Java,EPAM Systems,"Chennai, Tamil Nadu",IT Jobs,,2026-09-05T16:09:15Z,Java,1,"We are seeking a highly skilled and driven Senior Software Engineer specializing in Java and Azure who is ready to contribute to our cutting-edge projects. The ideal candidate will take ownership of delivering robust, scalable, and reliable backend solutions while collaborating across teams to meet ...",https://www.adzuna.in/details/5871788039?utm_medium=api&utm_source=48e85034
Maintenance Technician,NOV,"Chennai, Tamil Nadu",Engineering Jobs,,2026-08-08T20:44:59Z,None Matched,0,"Description Ensure all facilities, utilities, and mechanical equipment are maintained in optimal operating condition through an effective Preventive Maintenance (PM) program. Minimize equipment downtime and facility disruptions by providing timely maintenance and repair services. Support efficient p...",https://www.adzuna.in/details/5833584603?utm_medium=api&utm_source=48e85034
Rebar Detailer,Azizi Developments,"Chennai, Tamil Nadu",Engineering Jobs,,2026-08-18T07:18:05Z,None Matched,0,"Azizi Industries is the manufacturing arm of Azizi Developments, one of the UAE’s leading private real estate developers. Our integrated factories cover GRC, pods, steel and cut-and-bend, joinery, aluminum, ready-mix concrete, modular and duct manufacturing, rebar rolling, marble, precast and fit-ou...",https://www.adzuna.in/land/ad/5845827496?se=kt9RBBSu8RGm84GL0UfGvQ&utm_medium=api&utm_source=48e85034&v=C57619E14A139D63427F4119B4FD3CCC37916C4C
GBS Preferred Cust Associate,UPS,"Chennai, Tamil Nadu",Admin Jobs,,2026-05-23T10:17:49Z,None Matched,0,"Avant de postuler à un emploi, sélectionnez votre langue de préférence parmi les options disponibles en haut à droite de cette page. Découvrez votre prochaine opportunité au sein d'une organisation qui compte parmi les 500 plus importantes entreprises mondiales. Envisagez des opportunités innovantes...",https://www.adzuna.in/details/5738419098?utm_medium=api&utm_source=48e85034
SAP Commerce Cloud (Hybris) Developer,Hirestar job Bank,"Chennai, Tamil Nadu",IT Jobs,,2026-03-28T08:39:41Z,SAP,1,SAP Commerce Cloud (Hybris) Developer: 4 Years Experience Client Samsung Location Chennai Work Mode Work from office (Mon-Fri) Budget: 4-6 years 15.6 LPA 6-8 years 18 LPA Job Description: We are looking for an experienced SAP Commerce Cloud (Hybris) Developer with at least 4 years of hands-on experi...,https://www.adzuna.in/details/5680926080?utm_medium=api&utm_source=48e85034
Senior PowerBI Developer - DOMO AI  SQL,UPS,"Chennai, Tamil Nadu",IT Jobs,,2025-08-03T10:12:50Z,"SQL, Power BI",2,"Avant de postuler à un emploi, sélectionnez votre langue de préférence parmi les options disponibles en haut à droite de cette page. Découvrez votre prochaine opportunité au sein d'une organisation qui compte parmi les 500 plus importantes entreprises mondiales. Envisagez des opportunités innovantes...",https://www.adzuna.in/details/5335620813?utm_medium=api&utm_source=48e85034
Customer Service - Digital Sales - Housing - Product - Chennai - Centennial Square - CRE,Tata Capital,"Chennai, Tamil Nadu",Sales Jobs,,2024-09-23T17:48:52Z,"Sales, Customer Service",2,Description Key Objective of the Job: · Achieving business targets as laid down by acquiring new client relationships through the multiple Digital journeys. · Proactively understanding customer needs and cross- selling multiple products as per the requirements · Should adhere to all policies and gui...,https://www.adzuna.in/details/4873456223?utm_medium=api&utm_source=48e85034
ServiceNow Developer (FSM & ITSM Module) - Senior Software Engineer,CGI,"Chennai, Tamil Nadu",IT Jobs,,2026-09-03T16:08:30Z,None Matched,0,"Position Description Company Profile: Founded in 1976, CGI is among the largest independent IT and business consulting services firms in the world. With 94,000 consultants and professionals across the globe, CGI delivers an end-to-end portfolio of capabilities, from strategic IT and business consult...",https://www.adzuna.in/details/5868702289?utm_medium=api&utm_source=48e85034
"Manager, Algorithm Engineering",Kla,"Chennai, Tamil Nadu",IT Jobs,,2026-08-21T07:39:18Z,None Matched,0,"Manager, Algorithm Engineering KLA is seeking a Manager, Algorithm Engineering to lead and mentor a team focused on designing and implementing robust and scalable algorithmic solutions. This pivotal role involves developing and maintaining the infrastructure for algorithm deployment at scale , optim...",https://www.adzuna.in/details/5850377814?utm_medium=api&utm_source=48e85034
Sales Executive - Auto Spare Parts,TalentPro India HR Private Limited,"Chennai, Tamil Nadu",Sales Jobs,,2026-07-30T07:25:54Z,"Sales, Onboarding",2,"About the Role: We are looking for a dynamic and results-oriented Sales Executive to join our team in Chennai. The ideal candidate will play a key role in onboarding and engaging mechanics, ensuring they effectively use our app and understand the benefits of sourcing auto spare parts from us. Key Re...",https://www.adzuna.in/details/5820574653?utm_medium=api&utm_source=48e85034
CRM Specalist,Alp Consulting,"Chennai, Tamil Nadu",IT Jobs,,2026-08-28T07:37:18Z,"Sales, CRM Software, Organizational Skills, Customer Service, Teamwork",5,"5-7 years of work experience in one of more MS D365 CE Modules like Sales, Customer Service, Field Service and Marketing. Experience in MS D365 Design & solutions. Experience in Agile and DevOps methodologies. Previous experience in application and/or customer support. Strong computer, analytical, o...",https://www.adzuna.in/details/5859121296?utm_medium=api&utm_source=48e85034
Microsoft Engineer support,"Chennai, INDIA","Ekkaduthangal, Chennai",IT Jobs,,2026-07-13T03:20:18Z,Teamwork,1,"Presidio, Where Teamwork and Innovation Shape the Future At Presidio, we're at the forefront of a global technology revolution, transforming industries through cutting-edge digital solutions and next-generation AI. We empower businesses - and their internal customers - to achieve more through innova...",https://www.adzuna.in/details/5798268985?utm_medium=api&utm_source=48e85034
"Production Manager For Fenestration / Fabrication (Design of UPVC windows and doors), Hosur",Talent Leads Consultants,"Krishnagiri, Tamil Nadu",Manufacturing Jobs,permanent,2026-05-13T02:02:42Z,None Matched,0,Job Description: Unique Role Production Manager Function Production/Manufacturing Industry Fenestration / Fabrication Experience Range 10-15 years Desired Qualification B.E/B.Tech Mechanical/Industrial & Production engineering Desired Industry / Functional Exposure Fenestration Industry/ uPVC fabric...,https://www.adzuna.in/details/5727121038?utm_medium=api&utm_source=48e85034
Linux Admin L1 - Hitachi Payment Services Pvt. Ltd.,Hitachi,"Chennai, Tamil Nadu",IT Jobs,,2026-09-05T21:19:36Z,None Matched,0,"Location: Chennai, Tamil Nadu, India Job ID: R0143510 Date Posted: 2026-09-02 Company Name: HITACHI INDIA PVT. LTD Profession (Job Category): Other Job Schedule: Full time Remote: No Job Description: Job Title: Linux Admin L1 Designation : Executive - IT Infra Company: Hitachi Payment Services Pvt. ...",https://www.adzuna.in/details/5872118703?utm_medium=api&utm_source=48e85034
